Id,Quantità,Totale,IdFattura,IdProdotto,DataFattura,IdCliente,CostoProdotto
25530,5,36.42,668,21,2023-02-01,330,22.55
25531,9,297.23,482,17,2023-02-03,2386,41.51
25532,4,92.2,331,7,2024-10-03,4605,28.64
25533,3,31.05,536,8,2024-07-02,3430,22.95
25534,8,359.51,810,12,2024-08-04,2417,43.32
25535,4,63.8,403,21,2023-09-03,358,29.92
25536,2,37.92,155,4,2023-01-26,2826,16.38
25537,4,197.67,96,2,2024-06-11,3301,37.9
25538,7,102.38,312,13,2024-04-17,2343,15.83
25539,6,151.08,591,20,2024-05-16,1298,34.28
25540,8,15.05,526,12,2023-02-01,1311,4.14
25541,9,139.38,153,24,2023-05-26,2177,22.19
25542,3,169.97,65,23,2024-12-18,3804,45.52
25543,1,12.92,116,26,2023-09-06,447,9.58
25544,6,45.5,598,16,2023-05-03,3775,7.66
25545,6,309.45,335,7,2023-06-29,3404,46.35
25546,1,39.43,691,21,2024-11-19,4028,33.2
25547,9,418.56,641,12,2024-09-21,2481,47.32
25548,5,2.34,904,8,2024-05-31,2637,1.19
25549,4,160.49,655,26,2023-01-26,913,28.39
25550,2,56.88,327,10,2023-02-23,1368,26.5
25551,2,57.79,806,10,2024-05-12,2674,23.26
25552,3,94.6,137,4,2023-12-27,364,21.74
25553,1,4.48,954,19,2024-11-16,3373,3.24
25554,4,115.84,58,15,2024-06-30,4018,25.41
25555,8,55.12,564,3,2023-02-21,803,4.89
25556,3,127.29,921,12,2023-03-31,3647,33.01
25557,9,212.36,770,7,2024-05-30,1906,29.48
25558,6,67.64,437,20,2023-11-27,2337,22.21
25559,6,203.8,993,12,2024-10-14,4618,26.94
25560,1,12.25,169,9,2024-06-16,2688,10.25
25561,9,5.63,272,8,2023-05-15,3243,1.89
25562,1,37.2,249,19,2023-01-15,1070,33.63
25563,3,41.71,777,23,2023-04-19,821,22.61
25564,2,84.32,457,17,2024-02-05,3065,29.05
25565,5,297.98,133,24,2024-05-29,3545,45.59
25566,4,165.21,299,16,2023-11-08,4619,49.36
25567,8,118.02,706,9,2024-05-27,643,14.11
25568,1,17.6,924,18,2024-01-03,4016,14.48
25569,4,27.08,33,15,2024-02-20,766,5.17
25570,4,141.39,715,25,2024-08-28,2940,25.37
25571,8,96.86,348,3,2024-11-28,3759,33.33
25572,2,110.01,158,16,2024-09-03,2643,43.27
25573,5,282.99,193,24,2024-12-15,3513,44.29
25574,2,77.45,542,3,2024-07-20,2060,41.01
25575,6,224.38,939,26,2023-07-24,4024,47.86
25576,3,5.13,956,16,2024-06-18,989,3.41
25577,5,144.83,389,8,2024-10-17,2212,28.8
25578,2,67.79,343,5,2024-07-06,1955,36.07
25579,3,32.02,830,8,2024-07-09,4033,24.83
25580,7,135.68,35,19,2023-01-21,2416,32.74
25581,8,209.2,349,3,2024-09-02,2291,43.31
25582,8,232.82,545,25,2024-02-04,2388,23.83
25583,1,58.4,781,13,2023-10-08,2034,49.43
25584,8,113.53,103,9,2024-01-02,1533,37.17
25585,9,37.87,995,8,2023-02-23,2798,4.27
25586,3,103.12,192,8,2024-04-06,2578,34.22
25587,3,49.76,126,23,2024-04-05,2192,27.03
25588,4,78.61,364,3,2024-10-24,1363,28.36
25589,6,299.99,449,3,2024-12-01,2862,38.29
25590,8,211.4,299,7,2023-11-08,4619,25.67
25591,5,127.62,129,25,2023-01-09,3592,44.99
25592,9,7.77,368,22,2024-11-29,2732,2.69
25593,2,28.19,235,21,2024-10-28,692,25.13
25594,1,49.12,960,26,2024-09-15,585,33.88
25595,3,7.28,883,17,2023-09-12,896,3.43
25596,4,174.04,600,22,2024-10-12,3571,41.32
25597,3,1.61,871,25,2024-02-16,3125,1.22
25598,8,439.91,504,17,2023-09-04,2627,43.16
25599,4,23.04,394,15,2023-09-12,3426,12.79
25600,6,22.22,341,7,2023-02-03,4350,10.29
25601,6,64.93,84,16,2023-05-24,2299,44.89
25602,9,54.36,611,9,2023-10-25,4541,5.09
25603,2,9.77,585,24,2024-11-21,3420,7.63
25604,4,98.39,845,7,2023-11-17,3117,24.96
25605,1,25.6,147,4,2023-07-06,4774,22.41
25606,1,51.95,779,10,2023-07-28,423,46.32
25607,6,185.69,261,22,2024-12-26,364,45.55
25608,3,56.07,921,7,2023-03-31,3647,36.44
25609,3,42.6,860,13,2024-03-30,4748,35.43
25610,8,405.66,66,8,2023-04-27,872,49.85
25611,9,402.96,59,2,2024-02-18,4916,29.88
25612,3,42.21,63,12,2024-02-16,3924,14.03
25613,8,121.69,811,21,2024-11-08,4832,15.28
25614,6,161.42,384,21,2024-06-15,4085,35.1
25615,2,16.33,915,2,2024-03-11,874,12.29
25616,2,29.31,663,22,2024-01-10,743,11.7
25617,3,25.79,619,26,2024-05-28,55,7.93
25618,6,210.11,381,16,2023-02-18,2361,35.61
25619,4,92.67,815,25,2023-10-27,1807,37.2
25620,1,25.3,919,8,2024-07-18,5000,20.76
25621,7,126.47,549,23,2023-08-02,154,38.84
25622,8,499.65,192,25,2024-04-06,2578,43.88
25623,5,8.39,722,8,2023-02-11,4943,6.25
25624,3,30.73,139,9,2023-01-07,2496,18.24
25625,2,58.94,348,6,2024-11-28,3759,29.41
25626,4,39.84,973,17,2023-05-24,3586,14.39
25627,4,157.89,279,4,2023-04-22,1125,27.54
25628,2,104.3,437,13,2023-11-27,2337,36.36
25629,8,56.3,616,25,2023-08-18,70,5.8
25630,5,38.03,181,9,2023-09-27,1620,15.03
25631,9,116.87,137,11,2023-12-27,364,14.82
25632,7,101.1,675,6,2023-02-14,547,23.71
25633,3,118.19,574,26,2023-06-04,4135,34.45
25634,2,26.2,118,17,2023-08-09,4517,18.02
25635,8,332.34,477,2,2023-06-13,2514,35.27
25636,6,51.49,55,9,2024-12-21,7,13.3
25637,5,143.74,578,1,2023-03-05,920,20.55
25638,3,90.74,127,11,2023-01-06,343,28.1
25639,6,12.27,289,9,2024-09-03,4055,8.22
25640,5,240.11,254,1,2023-03-07,1841,41.76
25641,2,80.92,1,3,2024-05-02,2552,31.79
25642,8,22.76,318,13,2024-01-21,4579,8.74
25643,7,222.64,358,18,2024-02-04,4302,37.67
25644,2,48.74,882,22,2023-06-14,4543,42.48
25645,1,30.02,291,10,2023-09-14,647,22.53
25646,4,19.83,643,19,2024-01-20,3394,9.8
25647,3,69.22,886,17,2023-10-13,569,17.12
25648,4,132.88,952,17,2023-11-03,631,24.22
25649,1,27.96,938,7,2023-07-01,2710,25.3
25650,8,208.74,684,16,2024-07-26,4352,32.46
25651,1,29.13,600,18,2024-10-12,3571,25.58
25652,2,109.45,586,4,2024-05-17,4503,40.3
25653,7,71.25,132,21,2023-07-31,4712,12.78
25654,3,2.09,521,21,2024-02-20,844,1.47
25655,2,35.49,16,19,2024-02-24,1181,16.11
25656,7,175.44,196,25,2024-03-27,156,42.06
25657,5,116.3,246,20,2024-01-17,3029,27.26
25658,3,62.47,279,21,2023-04-22,1125,29.06
25659,5,54.46,425,22,2023-08-09,2238,11.14
25660,5,179.63,279,20,2023-04-22,1125,36.21
25661,8,11.21,680,17,2023-05-18,849,2.66
25662,2,36.45,906,1,2024-09-27,3330,30.51
25663,7,51.12,356,12,2024-07-06,3946,15.58
25664,2,58.75,264,20,2023-01-06,1549,31.32
25665,5,53.98,652,12,2024-03-21,4621,18.84
25666,7,241.91,230,21,2024-06-15,2772,42.67
25667,8,8.89,51,16,2023-10-06,669,1.41
25668,2,8.45,61,17,2023-12-26,4671,5.84
25669,5,69.27,274,22,2023-10-26,4861,21.42
25670,2,23.18,592,6,2024-03-28,1127,10.84
25671,8,225.68,85,6,2024-05-20,2688,23.24
25672,7,322.92,476,16,2024-07-24,412,38.35
25673,2,13.38,893,22,2023-06-16,1230,8.5
25674,6,36.83,987,13,2024-01-19,3444,6.19
25675,4,54.71,983,8,2024-04-15,3327,14.71
25676,4,129.25,409,25,2024-01-15,1072,23.02
25677,5,51.83,42,23,2024-04-26,1436,13.83
25678,2,80.13,782,26,2024-01-22,4452,29.33
25679,1,72.4,678,17,2023-10-24,1867,49.9
25680,7,84.04,981,10,2024-04-06,507,12.59
25681,2,38.49,173,4,2023-10-26,3992,29.77
25682,1,8.98,228,20,2023-07-22,1071,6.38
25683,1,31.87,710,13,2024-01-26,385,24.95
25684,9,74.91,386,23,2024-11-26,3499,47.25
25685,1,40.15,815,16,2023-10-27,1807,32.38
25686,2,27.64,931,3,2024-10-29,4684,11.75
25687,1,48.19,717,22,2024-02-05,2702,39.42
25688,1,12.03,938,14,2023-07-01,2710,8.13
25689,5,117.43,937,25,2023-03-31,549,29.87
25690,6,78.21,710,11,2024-01-26,385,15.14
25691,6,356.6,802,20,2023-06-20,2124,40.12
25692,7,182.28,898,20,2023-04-06,2245,21.16
25693,6,125.96,167,17,2024-10-25,3760,19.46
25694,1,46.82,199,9,2023-08-21,2427,36.78
25695,7,40.54,702,24,2024-03-01,4029,5.75
25696,1,59.01,829,8,2023-07-18,3843,40.15
25697,6,151.24,835,7,2023-12-19,1117,36.61
25698,1,24.55,315,17,2024-01-07,541,17.79
25699,5,164.67,469,3,2023-04-26,4039,37.85
25700,9,25.22,31,7,2023-03-01,2302,2.5
25701,9,494.21,278,23,2024-01-07,3645,46.25
25702,8,82.09,893,14,2023-06-16,1230,15.45
25703,4,177.02,87,6,2023-09-06,4584,48.73
25704,4,149.61,217,8,2023-11-19,4647,46.9
25705,7,62.2,126,15,2024-04-05,2192,37.63
25706,8,418.68,902,21,2023-05-05,3971,37.53
25707,8,360.36,756,15,2024-12-06,4817,35.65
25708,3,25.04,28,24,2023-06-07,21,6.12
25709,4,55.33,786,9,2024-10-05,1121,9.62
25710,4,6.23,35,18,2023-01-21,2416,1.58
25711,6,9.88,859,26,2024-11-20,3398,5.45
25712,2,46.59,624,3,2023-11-01,84,25.07
25713,4,55.2,950,4,2024-04-22,1206,43.66
25714,1,11.64,112,1,2023-10-10,1350,9.27
25715,4,43.91,611,11,2023-10-25,4541,35.03
25716,8,146.8,685,14,2024-04-01,2835,48.87
25717,8,30.81,945,14,2024-09-02,3715,4.53
25718,1,41.19,831,26,2024-02-27,1451,37.18
25719,5,219.63,512,6,2023-06-20,4644,30.64
25720,7,58.41,853,5,2024-04-24,656,29.64
25721,6,17.56,974,3,2024-01-07,1935,3.07
25722,3,29.85,822,12,2023-08-13,2887,14.05
25723,1,42.66,593,18,2024-06-25,115,32.25
25724,6,232.26,73,17,2023-07-19,3869,25.99
25725,2,4.12,24,9,2023-08-29,1025,3.59
25726,2,58.58,606,5,2024-10-03,1435,33.92
25727,8,26.54,232,11,2023-02-23,1908,15.56
25728,1,32.48,561,22,2023-05-14,4735,28.42
25729,6,99.13,379,11,2023-02-13,1918,32.16
25730,4,137.28,49,9,2023-02-11,1489,25.02
25731,5,67.23,847,16,2024-08-22,2474,23.37
25732,4,135.95,414,16,2024-05-03,3515,24.5
25733,8,158.59,140,10,2024-04-21,911,16.63
25734,8,234.64,86,15,2024-09-08,2572,20.18
25735,5,92.38,993,20,2024-10-14,4618,12.64
25736,4,8.33,345,4,2023-06-19,3313,5.17
25737,4,28.37,663,8,2024-01-10,743,6.38
25738,4,167.79,547,13,2023-08-13,459,31.69
25739,3,123.89,859,21,2024-11-20,3398,43.82
25740,6,142.22,815,11,2023-10-27,1807,39.47
25741,1,25.69,671,25,2024-04-21,2640,21.82
25742,8,28.17,740,16,2023-11-24,3847,12.71
25743,4,50.79,10,22,2023-03-26,1404,10.87
25744,2,28.64,549,21,2023-08-02,154,11.95
25745,5,197.78,845,1,2023-11-17,3117,42.17
25746,7,64.89,919,10,2024-07-18,5000,8.89
25747,8,319.4,93,21,2023-04-26,4102,42.17
25748,9,232.33,951,26,2024-09-16,1644,34.18
25749,8,434.52,336,15,2023-08-12,66,41.23
25750,8,47.5,654,10,2023-04-16,4022,16.11
25751,7,49.83,7,1,2024-05-18,530,32.69
25752,1,55.32,83,2,2023-02-26,2751,41.05
25753,6,43.98,998,18,2024-07-03,1273,38.59
25754,2,64.57,90,11,2024-03-17,1536,43.55
25755,3,66.69,723,16,2023-03-06,868,19.87
25756,4,92.36,44,10,2024-12-08,4761,27.86
25757,9,62.32,766,25,2023-08-08,3925,36.82
25758,1,32.2,826,9,2023-03-01,3794,23.53
25759,6,27.35,264,16,2023-01-06,1549,4.49
25760,8,160.02,506,6,2024-05-31,1100,26.88
25761,3,10.8,932,2,2023-06-04,4848,3.44
25762,6,149.07,66,9,2023-04-27,872,22.2
25763,1,48.74,565,16,2024-09-18,1064,38.04
25764,5,99.41,557,6,2023-11-28,2849,31.86
25765,7,42.98,834,3,2024-09-21,2437,5.11
25766,5,201.64,826,15,2023-03-01,3794,46.11
25767,1,35.28,318,12,2024-01-21,4579,24.29
25768,6,103.43,800,17,2024-08-02,3747,29.74
25769,2,32.9,850,20,2023-05-06,2717,20.49
25770,8,191.02,204,11,2024-05-09,3152,24.91
25771,5,154.78,943,5,2024-01-17,2201,43.89
25772,6,257.76,41,18,2024-02-12,496,39.74
25773,6,68.55,6,22,2023-01-20,650,12.62
25774,4,152.46,676,15,2023-04-21,2951,44.22
25775,3,33.1,638,22,2023-12-24,924,25.0
25776,5,234.88,77,15,2024-08-04,4849,39.0
25777,5,64.3,199,10,2023-08-21,2427,8.71
25778,7,149.52,402,26,2024-12-22,1467,18.62
25779,5,23.38,852,6,2023-04-06,700,11.84
25780,2,90.53,393,21,2024-12-24,1252,34.03
25781,7,111.48,527,25,2023-05-19,781,32.23
25782,5,155.43,608,10,2024-04-07,894,22.26
25783,5,362.68,296,11,2024-09-12,2126,49.23
25784,1,28.93,468,21,2024-01-08,2793,24.79
25785,9,11.29,114,12,2024-09-03,4095,2.93
25786,1,24.58,190,26,2024-09-18,215,19.61
25787,3,55.68,28,16,2023-06-07,21,12.88
25788,7,93.87,832,3,2024-08-14,4497,13.75
25789,2,57.94,535,6,2024-09-22,2213,28.72
25790,9,30.24,792,19,2024-07-13,1601,3.19
25791,4,44.1,524,22,2024-02-12,2296,32.14
25792,8,244.5,430,23,2024-04-04,1806,43.51
25793,3,7.53,454,16,2024-08-25,2436,3.01
25794,2,67.96,171,19,2023-05-16,927,28.41
25795,7,62.0,96,25,2024-06-11,3301,40.92
25796,2,82.67,47,9,2024-05-19,1345,36.08
25797,1,62.91,854,12,2023-11-08,4,44.89
25798,3,105.26,283,5,2024-04-14,4258,34.8
25799,3,33.41,693,3,2023-03-31,4468,14.24
25800,5,22.4,520,22,2023-06-08,1743,6.65
25801,8,446.57,111,9,2023-01-27,4741,46.81
25802,6,267.91,685,19,2024-04-01,2835,33.16
25803,6,79.39,526,14,2023-02-01,1311,46.79
25804,1,49.76,353,10,2023-09-28,3367,39.91
25805,5,51.08,551,15,2023-10-12,1251,16.72
25806,3,33.22,134,1,2023-03-03,4558,7.86
25807,3,99.02,937,22,2023-03-31,549,29.07
25808,8,94.53,819,23,2024-05-04,3467,16.63
25809,3,49.52,417,14,2024-06-12,3969,18.65
25810,3,38.11,74,6,2023-05-08,2069,30.39
25811,8,7.49,962,21,2023-05-04,3506,2.4
25812,9,334.53,838,12,2023-04-22,3809,39.7
25813,4,33.58,137,6,2023-12-27,364,12.16
25814,7,288.75,128,2,2023-08-31,2531,44.23
25815,4,26.23,5,8,2024-05-03,876,7.65
25816,8,227.82,909,13,2024-05-01,4644,39.41
25817,2,15.38,286,14,2024-08-14,513,11.28
25818,1,39.86,210,21,2024-10-04,4266,30.45
25819,2,99.65,979,19,2023-04-10,337,37.44
25820,5,65.21,367,23,2024-11-29,1721,14.3
25821,8,68.62,554,8,2023-08-12,3533,37.66
25822,7,47.71,969,4,2024-08-12,161,9.74
25823,9,19.51,198,7,2023-05-03,2585,10.68
25824,4,81.51,848,13,2024-02-13,3716,24.17
25825,9,316.71,217,11,2023-11-19,4647,24.14
25826,3,8.43,448,14,2024-02-29,1479,3.32
25827,2,47.4,280,18,2024-03-05,2959,31.17
25828,2,67.9,67,3,2023-11-02,375,29.46
25829,3,107.29,730,19,2024-03-29,3639,34.8
25830,5,76.84,544,5,2024-09-06,2744,17.33
25831,7,265.21,496,8,2023-11-11,2079,30.57
25832,2,97.62,660,20,2023-02-22,3223,35.38
25833,4,48.44,34,8,2023-03-28,2809,25.55
25834,1,40.03,810,16,2024-08-04,2417,30.7
25835,2,29.87,998,20,2024-07-03,1273,23.87
25836,3,56.8,736,21,2023-10-26,1177,15.23
25837,6,166.78,708,3,2023-09-17,1964,29.36
25838,4,40.33,490,20,2024-04-10,1255,12.84
25839,5,120.97,470,22,2024-08-17,696,21.39
25840,9,303.78,473,18,2023-02-21,1489,22.94
25841,1,43.37,628,19,2023-11-27,2320,38.19
25842,3,179.6,516,25,2024-12-22,4813,40.25
25843,1,32.11,592,13,2024-03-28,1127,23.2
25844,4,95.67,212,26,2024-06-04,4524,20.66
25845,1,42.84,883,3,2023-09-12,896,28.99
25846,7,88.51,633,12,2023-03-22,4454,22.52
25847,7,154.6,770,24,2024-05-30,1906,41.46
25848,7,188.5,794,17,2024-05-12,2860,41.62
25849,2,18.41,737,14,2024-03-12,4136,9.73
25850,5,80.32,694,26,2023-05-04,1208,44.05
25851,2,128.13,139,8,2023-01-07,2496,42.72
25852,3,58.37,180,11,2024-12-22,4578,43.55
25853,1,57.58,366,20,2024-11-12,1829,49.15
25854,6,120.07,84,1,2023-05-24,2299,17.55
25855,5,93.54,260,11,2023-03-09,355,17.09
25856,9,62.57,636,13,2023-08-19,3630,5.81
25857,2,77.2,955,18,2024-04-30,1082,28.06
25858,3,166.4,950,11,2024-04-22,1206,38.89
25859,1,34.77,932,11,2023-06-04,4848,23.48
25860,8,328.85,876,22,2023-08-24,976,44.18
25861,6,69.33,802,11,2023-06-20,2124,16.3
25862,2,43.39,830,11,2024-07-09,4033,16.43
25863,3,54.9,593,16,2024-06-25,115,45.18
25864,9,166.65,857,18,2024-08-24,4713,43.69
25865,4,59.08,249,7,2023-01-15,1070,18.84
25866,6,94.56,696,19,2023-07-23,4961,15.26
25867,5,62.03,552,16,2024-06-24,994,17.97
25868,5,70.12,811,4,2024-11-08,4832,12.87
25869,7,366.94,866,1,2023-10-05,2467,41.48
25870,5,265.19,856,8,2023-06-21,1376,44.06
25871,3,8.41,158,8,2024-09-03,2643,3.85
25872,2,13.2,68,12,2023-10-15,1224,9.61
25873,8,283.07,945,7,2024-09-02,3715,26.37
25874,7,22.85,149,9,2024-10-17,1373,2.31
25875,7,207.34,903,12,2023-09-07,3693,48.99
25876,1,46.95,560,8,2024-03-11,1791,31.57
25877,9,120.56,337,23,2024-04-21,1752,40.58
25878,1,1.53,10,1,2023-03-26,1404,1.3
25879,5,30.66,782,3,2024-01-22,4452,15.01
25880,4,59.76,355,12,2024-02-10,3758,18.28
25881,2,91.89,363,10,2023-02-22,3465,37.36
25882,4,62.18,802,8,2023-06-20,2124,27.63
25883,1,55.72,496,17,2023-11-11,2079,46.16
25884,4,97.2,13,24,2024-06-26,138,21.32
25885,9,490.36,322,22,2024-09-12,3575,44.06
25886,8,58.41,770,14,2024-05-30,1906,29.42
25887,6,100.87,836,18,2023-01-02,4029,21.2
25888,6,10.47,431,4,2024-11-24,3106,5.95
25889,2,34.85,499,4,2024-09-25,2481,27.88
25890,9,37.26,795,16,2023-08-23,459,4.35
25891,6,136.23,369,12,2023-04-06,294,41.36
25892,3,29.24,100,23,2023-06-30,3648,15.14
25893,3,150.08,166,23,2024-12-27,2644,33.58
25894,1,65.78,707,23,2023-12-26,3637,48.36
25895,8,144.62,976,15,2023-10-04,3465,33.81
25896,3,74.32,682,19,2024-01-19,2089,19.38
25897,5,61.57,838,15,2023-04-22,3809,9.5
25898,1,16.27,342,17,2023-04-16,65,14.22
25899,2,86.89,354,2,2024-11-03,1976,38.83
25900,4,12.37,744,11,2024-09-15,2650,9.66
25901,4,55.97,399,7,2023-12-06,4429,12.92
25902,8,42.92,554,1,2023-08-12,3533,3.81
25903,8,76.31,986,19,2023-02-08,2372,37.91
25904,4,119.84,897,4,2024-07-02,1365,31.25
25905,1,27.37,837,9,2023-05-19,133,19.27
25906,6,63.18,820,23,2024-02-01,3356,33.71
25907,5,167.49,474,3,2023-12-07,1878,27.68
25908,6,105.79,636,10,2023-08-19,3630,25.48
25909,8,452.5,272,8,2023-05-15,3243,40.8
25910,8,28.47,254,12,2023-03-07,1841,2.4
25911,9,349.89,860,16,2024-03-30,4748,40.55
25912,1,10.56,72,10,2023-08-12,4308,7.74
25913,3,25.38,210,6,2024-10-04,4266,9.43
25914,8,416.81,289,21,2024-09-03,4055,37.39
25915,1,14.98,155,24,2023-01-26,2826,12.24
25916,3,143.1,755,17,2023-07-14,1096,44.57
25917,9,57.91,100,26,2023-06-30,3648,8.89
25918,3,148.13,475,6,2024-08-08,4987,41.9
25919,1,9.62,927,26,2024-11-25,3854,6.52
25920,1,18.48,255,18,2024-08-19,3029,13.49
25921,1,18.29,969,19,2024-08-12,161,15.82
25922,6,308.09,153,8,2023-05-26,2177,40.76
25923,5,96.89,684,16,2024-07-26,4352,21.11
25924,9,290.03,169,7,2024-06-16,2688,36.5
25925,1,5.85,200,25,2024-05-21,3146,4.68
25926,4,62.68,246,10,2024-01-17,3029,23.72
25927,4,75.85,312,9,2024-04-17,2343,17.27
25928,3,109.23,707,16,2023-12-26,3637,28.48
25929,3,15.55,227,3,2024-12-09,3313,4.17
25930,6,250.59,964,3,2023-09-22,4282,39.52
25931,4,177.35,660,21,2023-02-22,3223,30.57
25932,9,145.69,224,7,2024-05-01,4346,13.74
25933,8,417.63,701,17,2023-05-04,4919,49.23
25934,6,208.37,273,8,2023-02-11,4334,24.63
25935,4,39.54,543,25,2023-06-15,3390,15.51
25936,5,99.97,207,26,2024-12-21,2933,17.8
25937,7,246.86,601,4,2024-05-19,1938,31.25
25938,4,104.44,1,17,2024-05-02,2552,22.46
25939,8,17.33,61,5,2023-12-26,4671,6.05
25940,9,75.32,630,20,2023-10-09,3564,13.32
25941,7,171.33,886,16,2023-10-13,569,19.19
25942,6,20.75,901,23,2024-05-24,2528,2.53
25943,9,57.21,439,11,2024-07-23,2287,12.94
25944,5,111.49,209,13,2024-01-07,141,24.09
25945,1,54.25,657,5,2023-03-12,1171,46.72
25946,7,91.22,827,21,2024-04-15,356,8.99
25947,5,115.99,95,16,2023-10-11,3470,20.3
25948,3,117.08,398,9,2024-09-02,3427,29.08
25949,7,76.15,190,16,2024-09-18,215,24.71
25950,4,77.83,201,1,2023-05-07,148,36.24
25951,5,85.72,689,9,2024-08-21,2148,20.17
25952,2,9.76,960,21,2024-09-15,585,5.87
25953,3,66.54,853,9,2024-04-24,656,34.01
25954,5,24.01,642,2,2023-05-01,1481,3.92
25955,7,125.76,377,4,2023-05-21,2452,20.88
25956,5,138.38,388,17,2023-05-07,861,22.6
25957,1,36.98,450,15,2024-06-19,4294,27.83
25958,1,28.84,811,17,2024-11-08,4832,19.31
25959,4,98.8,159,5,2023-05-25,537,30.99
25960,4,183.99,188,9,2024-04-18,2282,32.35
25961,2,19.55,700,1,2023-07-26,3567,13.81
25962,9,27.51,211,17,2024-05-23,2753,18.97
25963,1,17.26,360,20,2023-08-30,1210,15.32
25964,1,36.26,396,9,2024-01-19,669,27.35
25965,6,71.15,966,16,2023-01-31,1103,9.87
25966,7,441.9,472,10,2024-12-06,2586,45.02
25967,1,47.99,851,1,2023-12-06,2257,39.82
25968,6,54.82,565,19,2024-09-18,1064,29.13
25969,7,51.97,895,19,2024-06-22,671,21.71
25970,1,12.68,687,19,2024-12-02,1747,10.79
25971,8,205.41,110,7,2024-03-12,1268,20.73
25972,4,80.23,190,16,2024-09-18,215,22.83
25973,7,44.45,816,24,2024-01-31,929,5.17
25974,8,111.12,962,5,2023-05-04,3506,37.98
25975,8,125.73,268,19,2024-11-24,2925,17.59
25976,3,121.96,299,23,2023-11-08,4619,32.11
25977,3,88.22,536,7,2024-07-02,3430,21.97
25978,8,342.86,415,22,2023-08-06,4834,32.73
25979,4,114.37,292,1,2024-11-07,5007,43.22
25980,7,150.36,202,17,2023-10-29,1586,18.54
25981,2,97.32,375,6,2024-05-28,4349,43.99
25982,8,48.64,899,15,2024-10-11,292,7.4
25983,4,68.21,45,16,2024-01-18,3170,17.55
25984,6,56.25,322,7,2024-09-12,3575,31.77
25985,4,144.24,91,6,2024-04-02,2751,35.72
25986,2,51.54,932,9,2023-06-04,4848,43.45
25987,3,103.86,461,6,2023-04-05,3040,29.86
25988,8,82.84,402,3,2024-12-22,1467,17.21
25989,6,123.19,399,21,2023-12-06,4429,40.78
25990,4,42.36,403,21,2023-09-03,358,8.21
25991,9,26.64,948,26,2023-03-31,813,10.18
25992,9,71.97,398,8,2024-09-02,3427,12.14
25993,3,2.09,323,17,2023-11-29,4507,1.07
25994,6,60.36,917,10,2023-02-11,4055,46.64
25995,3,13.54,486,13,2024-04-12,4255,11.69
25996,8,163.98,176,24,2023-05-20,1731,49.74
25997,2,59.08,768,24,2023-02-23,4419,45.13
25998,5,63.37,451,19,2023-08-07,2877,17.27
25999,3,23.97,697,26,2024-09-02,3459,15.17
26000,5,169.85,750,10,2024-04-01,3219,35.82
26001,7,208.19,594,26,2023-06-02,4012,39.34
26002,7,297.29,657,4,2023-03-12,1171,34.19
26003,2,9.42,850,12,2023-05-06,2717,3.61
26004,6,17.73,119,23,2024-06-10,3312,9.28
26005,8,124.65,594,5,2023-06-02,4012,13.4
26006,7,264.21,936,15,2024-10-23,1096,32.36
26007,9,80.1,389,4,2024-10-17,2212,49.79
26008,3,17.58,521,23,2024-02-20,844,6.17
26009,1,4.41,635,15,2023-09-16,4313,3.06
26010,2,8.67,605,13,2023-07-14,4388,3.59
26011,5,22.3,284,16,2024-11-18,4109,13.28
26012,1,12.62,831,18,2024-02-27,1451,8.43
26013,1,38.5,849,17,2023-08-14,3100,33.99
26014,7,43.14,142,20,2024-01-11,2171,9.29
26015,3,65.14,423,20,2024-06-12,2893,17.9
26016,9,86.2,248,25,2023-05-02,2404,8.11
26017,3,31.04,10,17,2023-03-26,1404,16.27
26018,4,18.88,809,24,2023-04-10,343,7.39
26019,2,94.46,480,7,2023-10-28,1075,37.89
26020,4,37.35,287,20,2023-02-14,763,12.26
26021,5,164.17,417,16,2024-06-12,3969,22.38
26022,8,232.0,146,1,2023-04-30,2134,48.79
26023,5,25.32,824,24,2023-10-22,3812,7.6
26024,2,6.0,995,6,2023-02-23,2798,2.12
26025,8,249.17,94,14,2023-11-12,43,47.63
26026,1,16.54,866,7,2023-10-05,2467,11.81
26027,5,33.33,306,11,2024-09-15,4159,15.7
26028,8,328.15,215,6,2024-10-26,3942,33.75
26029,8,360.71,835,5,2023-12-19,1117,43.37
26030,2,35.29,131,22,2023-11-12,343,27.43
26031,5,208.39,956,5,2024-06-18,989,28.27
26032,9,86.31,480,6,2023-10-28,1075,22.12
26033,6,52.03,117,5,2024-02-15,536,7.74
26034,9,171.55,822,6,2023-08-13,2887,41.74
26035,8,133.27,627,16,2024-12-01,237,20.34
26036,4,142.06,126,13,2024-04-05,2192,38.94
26037,7,262.01,764,12,2023-08-15,2782,33.69
26038,5,19.88,807,4,2024-01-24,3553,3.91
26039,3,88.53,991,15,2023-08-15,5009,19.77
26040,2,84.9,91,4,2024-04-02,2751,28.92
26041,9,251.86,61,15,2023-12-26,4671,26.61
26042,8,7.93,229,22,2024-02-20,4231,6.29
26043,4,4.94,490,24,2024-04-10,1255,2.94
26044,7,252.43,317,1,2023-12-26,2784,42.68
26045,2,28.27,427,18,2024-11-11,1535,16.49
26046,8,369.24,916,23,2023-10-03,4700,39.3
26047,5,25.39,100,4,2023-06-30,3648,8.23
26048,6,83.76,155,23,2023-01-26,2826,40.69
26049,4,88.99,548,1,2023-06-29,306,17.4
